source_table,source_path,row_order,project_id,Project Name,Contract No,Employer,Contractor,Consultant,Baseline Name,Impacted Update Name,Data Date,Prepared By,Report Revision,Report Date,Delay Category,Primary Cause Family,Primary Claim Position,project_key,project_name,contract_number,employer,contractor,consultant,baseline_schedule_name,baseline_data_date,impacted_update_name,impacted_data_date,analysis_data_date,prepared_by,report_revision,report_date,calendar_name,contract_time_unit,project_finish_milestone_id,Activity ID,Activity Name,Resource ID,Register Building / Zone Allocation,Drive Activity Dates,BL Start,BL Finish,Start,Finish,Allocation Date,Allocation Ref,Act. Start Status,Act. Finish Status,Original Duration,Actual Duration,Deviated Duration,Budgeted Units,Available units supplied by client vs Actual units of activities,Delayed duration in days due to steel un avilability in site,Remaining Units,Units % Complete,Budgeted Units / Time,Responsibility,Reason for Delay,Responsibility.1,Reason for Delay.1,Note,BL critical Path,BL Longest Path,Updated Critical Path,Updated Longest Path,source_id,source_role,source_file_name,source_relative_path,source_sha256,file_date,received_date,source_owner,source_status,notes,Coding No.,Supplier,Total Quantity,Date of delivery,Clause / Topic,Location,Plain English Meaning,Research the Lines,Who Holds Leverage,Notice / Time Bar,Money Impact,Schedule Impact,Practical Action / Evidence,event_id,event_variant,event_name,event_category,responsible_party,notice_status,event_start,event_finish,claimed_delay_days,affected_activity_id,evidence_reference,causation_status,criticality_status,inclusion_in_integrated_eot,analyst_status,fragnet_activity_id,fragnet_activity_name,activity_type,original_duration_days,fragnet_start,fragnet_finish,data_date,activity_id,milestone_activity_name,before_total_float_days,before_forecast_finish,after_total_float_days,after_forecast_finish,float_change_days,finish_movement_calendar_days,impact_assessment,verification_status,Unnamed: 4,overlap_id,contractor_event_id,employer_event_id,overlap_start,overlap_finish,overlap_calendar_days,concurrent_delay_days,apportionment_method,concurrency_adjustment_days,included_in_adjustment,entitlement_position,Primary Event ID,Delayed duration,Overlap Start,Overlap Finish,BL Critical Path,Current Critical Path,Delayed duration after overlap,Concurrent delay,WBS,Building / Zone,Total Float,Longest Path,First Affected Flag,Predecessor Activity ID,Predecessor Relationship Type,Predecessor Lag,Successor Activity ID,Successor Relationship Type,Successor Lag,Fragment Start,Fragment Finish,Fragment Duration,evidence_id,evidence_type,document_date,time_bar_status,compensation_status,entitlement_status,Dia,RFT for RC Raft & Footings (B03) (footing) 196,RFT for RC Raft (B04) (Water Tank) 45.81,RFT for RC Raft & Footings (B02) (footing) 155.5,RFT for Columns & Walls Below SOG (B03) (footing),RFT for Columns & Walls Below SOG (B02) (footing),RFT for RC Raft & Footings (B01) (footing),RFT for Columns & Walls Below SOG (B01) (footing),"RFT for Walls, Col. & Cores (B03) (Bas 02)",RFT for Walls (B04) (Water Tank),RFT for RC Raft & Footings (B04) (footing) 192,RFT for Columns & Walls Below SOG (B04) (footing),"RFT for Walls, Col. & Cores (B02) (Bas 02)",1-Oct-25,1-Dec-25,1-Feb-26,1-May-26,scenario_id,scenario_name,status_date,baseline_progress_percent,impacted_progress_percent,recovery_progress_percent,baseline_finish,impacted_finish,recovery_finish,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,p6_update_reference,source_file,source_sheet,source_row,release_id,release_status,approval_status,baseline_project_finish,impacted_project_finish,gross_included_event_movement_days,integrated_eot_calendar_days,approved_matrix_reference,source_manifest_reference,approval_reference,approved_by,approved_date,reconciliation_id,issue_type,issue_description,historical_value,active_position,resolution_required,owner,status,artifact_id,artifact_type,artifact_title,output_filename,source_project_id,source_report_fingerprint,generated_at,review_status,publication_status
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,54,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contractor general obligations,Clause 4.1,"Contractor must execute, complete, and remedy defects in accordance with the Contract and good practice.","Broad duty means Contractor carries coordination, means, methods, and completion risk unless a clause shifts it.",Employer,Notify only where Employer-risk event prevents performance.,Defects/rework usually Contractor cost.,Contractor-caused delay not excusable.,"Keep method statements, approvals, inspection records, and defect closure evidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,55,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Design verification and review,Clause 4.1 / General Requirements,Contractor must verify and review design documents as required by the Contract.,Failure to review early can make later design objections look like Contractor delay or late discovery.,Employer,Raise design issues promptly and before affected works.,Late design comments may not justify extra cost.,Late review can delay shop drawings/procurement.,"Maintain design review log, consultant reports, RFIs, and dates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,56,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperation with others,Clause 4.6 / 20.1,Contractor must cooperate with other contractors and anticipate simultaneous work.,"Minor disruption, sequencing changes, and interface inconvenience may already be priced and programmed.",Employer,"Only substantial, critical, Employer-caused interference should be claimed.",Minor interface cost likely unrecoverable.,Minor resequencing likely no EOT.,"Keep interface meeting minutes, obstruction logs, photos, and critical path proof.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,57,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unforeseeable physical conditions,Clause 4.12 / 20.1,Unexpected physical conditions may support entitlement if properly notified and proven.,"Site difficulty alone is not enough. Contractor must show unforeseeability, impact, and compliance with notice rules.",Shared,Immediate notice before disturbing evidence where possible.,Possible cost if conditions qualify.,Possible EOT if critical path affected.,"Preserve photos, survey, test reports, expert opinion, and baseline assumptions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,58,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities and existing services,Clause 4.19 / Appendix exclusions,"Utilities relocation/protection is excluded from price, but Contractor must manage site utilities obligations carefully.","Utility events can be claimable if outside scope, but damage or poor protection can become Contractor liability.",Shared,Notify conflict/damage immediately and follow variation/claim procedure.,Potential extra for instructed protection/relocation; liability if Contractor damages utilities.,Potential EOT if utility issue blocks critical work and not Contractor fault.,"Keep utility drawings, trial pit records, permits, photos, and incident reports.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,59,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employer equipment and free-issue materials,Clause 4.20 / Appendix,"Employer-supplied items, especially steel as part of advance, depend on approved programme and requisition process.","A steel delay claim needs proof that Contractor requested correctly, was ready to use it, and the delay hit critical path.",Shared,"Notice immediately if free issue material is late, defective, or short.",May affect payment/advance and possible prolongation.,Possible EOT if critical and not Contractor-caused.,"Keep approved programme, requisitions, delivery notes, stock records, and activity impacts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,60,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Progress reports,Clause 4.21 / General Requirements,"Daily, weekly, and monthly reports must include progress, delay analysis, programme update, logs, photos, procurement, submittals, quality, and pending issues.","Reports are not paperwork only. They become the project record for delay, payment, and claim proof.",Employer if missing,Monthly claim/variation account must be separate and up to date.,Weak reports weaken IPCs and claims.,Weak reports weaken delay analysis.,"Submit complete reports and reconcile them with notices, programme updates, and IPCs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,61,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shop drawings and as-builts,Clause 4.25 / General Requirements,"Contractor must submit shop drawings, as-built drawings, and source files where required.","Late or incomplete drawings can stop approvals, inspections, and taking-over.",Employer,Follow submittal timing and resubmission period.,Rework/correction generally Contractor cost.,Can become Contractor delay if on critical path.,"Maintain drawing register, revision history, approvals, and transmittals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,62,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quality assurance system,Clause 4.26 / General Requirements,"If Contractor fails to submit or obtain approval of QMS, Employer/RFP quality plan may be deemed final.",Contractor loses control over the quality framework if its own plan is late or rejected.,Employer,QMS details due early after commencement.,Noncompliance can lead to rejected work and withheld approvals.,Rejected IRs/NCRs can delay progress and taking-over.,"Submit QMS, QC manager approval, ITPs, NCR logs, and corrective action records.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,63,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSE system,Clause 6.7 / General Requirements,"If Contractor fails to submit or approve HSE plan, Employer/RFP safety plan may govern.",Safety noncompliance can stop work and still remain Contractor risk.,Employer,Submit HSE plan and incident reports on time.,Stop-work or corrective measures may be Contractor cost.,Safety stoppages can delay works without EOT if Contractor fault.,"Keep HSE plan, inductions, toolbox talks, PPE logs, accident reports, and close-outs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,64,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personnel approval,Clause 6.9,Key Contractor personnel require approval and compliance with contract requirements.,Changing or lacking approved staff can be treated as management noncompliance and used against progress claims.,Employer,Notify changes and obtain approvals.,May affect payment/certification indirectly.,Weak staffing undermines EOT defenses.,"Keep CV approvals, org chart, attendance, and replacement approvals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,65,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Programme requirements,Clause 8.3 / General Requirements,"Programme must be P6, resource/cost/cash loaded, with narratives, long lead items, free issue materials, and other contractors' milestones.","A simple bar chart is not enough. Without a compliant baseline/update, delay claims become much harder to prove.",Employer,Programme submission and monthly update deadlines matter.,"IPC, cash flow, and delay claims depend on programme quality.",Critical path proof depends on accepted logic.,"Keep baseline, updates, narratives, calendars, resources, cash flow, and change logs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,66,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recovery plan trigger,General Requirements / Clause 8.6,"If delay reaches 10 percent of remaining calendar days or at least 45 days, Contractor must submit recovery plan within 28 days.",The contract creates an early warning and acceleration pressure mechanism before final delay damages.,Employer,Recovery plan due within 28 days after update showing delay.,Recovery may be Contractor cost if delay is Contractor risk.,Failure worsens delay exposure.,"Submit recovery plan with manpower, shifts, resequencing, procurement, and float recovery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,67,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extension of time,Clause 8.4 / 20.1,EOT is available only for qualifying events and compliant claims.,"Even a real Employer-caused delay can be lost if notice, particulars, monthly updates, or critical path proof are missing.",Shared,Strict claim notice and monthly account requirements.,Prolongation cost depends on entitlement and concurrency rules.,EOT protects against delay damages if proven.,"Maintain delay event register, notices, particulars, updates, and delay analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,68,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rate of progress,Clause 8.6,"If progress is too slow, Contractor may be required to revise methods or accelerate.","If the delay is Contractor-caused, recovery is usually at Contractor cost.",Employer,Respond quickly to slow-progress notices.,Additional resources may not be payable.,Recovery obligations can change sequence and productivity.,Keep productivity records and separate Contractor delay from Employer delay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,69,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspension by Employer,Clause 8.11,Engineer/Employer may instruct suspension under contract conditions.,"Suspension can be entitlement-bearing if not Contractor fault, but must be documented precisely.",Shared,Notice/claim immediately after suspension instruction and resumption.,Possible cost if compensable under contract.,Possible EOT if critical path affected.,"Keep suspension instruction, affected resources, idle plant/labour, and restart records.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,70,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tests on completion and failed tests,Clause 9.4,Failure to pass tests can trigger remedial obligations and retesting.,Testing failure usually shifts time/cost risk back to Contractor unless caused by Employer design/instruction.,Employer,Notify cause if failure not Contractor fault.,Retesting/remedial cost likely Contractor risk.,Failed tests delay taking-over.,"Keep test plans, results, calibration, causes, corrective works, and retest approvals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,71,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taking-over requirements,Clause 10 / General Requirements,"Taking-over requires substantial completion and conditions such as no rejected IRs, no open NCRs, clear site limits, debris removal, and safe access.","Physical completion is not enough. Paperwork, NCRs, housekeeping, and safe access can block TOC and retention release.",Employer,Apply for TOC only with supporting close-out evidence.,Retention release and final payment depend on TOC.,Delay damages risk continues until TOC/completion accepted.,"Prepare TOC dossier, NCR closeout, as-builts, test certificates, and site clearance evidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06- contract_library,02-delay_analysis/unified_tia_csv/06- contract_library.csv,72,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defects Notification Period,Clause 11,DNP is 365 days and Contractor must remedy defects.,The project is not commercially finished at TOC. Defects affect final retention and final certificate.,Employer,Respond to defect notices promptly.,Unremedied defects may be deducted or completed by others.,Defects can delay final release.,"Maintain defect register, response dates, repair records, and Engineer acceptance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,1,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-056-R01,Contractor / Samco,11.975,06-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,2,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-057-R01,Contractor / Samco,30.625,13-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,3,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-058-R01,Contractor / Samco,69.425,15-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,4,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-061-R00,Contractor / Samco,43.047,26-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,5,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-062-R00,Contractor / Samco,19.61,27-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,6,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-063-R00,Contractor / Samco,101.74,29-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,7,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-064-R00,Contractor / Samco,13.705,31-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,8,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-065-R00,Contractor / Samco,88.66,09-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,9,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-066-R00,Contractor / Samco,20.013,26-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,10,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-071-R00,Contractor / Samco,5.925,15-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10- contractor_steel_supplied_at_site,02-delay_analysis/unified_tia_csv/10- contractor_steel_supplied_at_site.csv,11,The Big -P.01-UP-20-April-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMCO-PCO-MIR-STR-072-R00,Contractor / Samco,2.01,16-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
